dn_id,invoice_id,customer_id,delivery_date,delivery_method,dn_return_date,status_dn,customer_name,customer_type,region,alamat,payment_terms,customer_status
DN240414,009914,RSS039,2024-09-04,Internal,2024-10-11,Late,RS Uyainah,RS Swasta,Bekasi,"Jalan Wonoayu No. 5, Probolinggo, Sulawesi Selatan 53015",NET 30,Active
DN240415,009915,RSS039,2024-09-04,Third-Party Courier,2024-10-07,Late,RS Uyainah,RS Swasta,Bekasi,"Jalan Wonoayu No. 5, Probolinggo, Sulawesi Selatan 53015",NET 30,Active
DN240416,009916,RSP027,2024-02-18,Internal,2024-02-25,Received,RSUD Pangestu,RS Pemerintah,Jakarta Timur,"Gang Jayawijaya No. 28, Tebingtinggi, Maluku 87793",NET 45,Active
DN240417,009917,RSP027,2024-02-21,Internal,,Pending,RSUD Pangestu,RS Pemerintah,Jakarta Timur,"Gang Jayawijaya No. 28, Tebingtinggi, Maluku 87793",NET 45,Active
DN240418,009918,RSS036,2024-04-16,Third-Party Courier,2024-05-12,Late,RS Lestari,RS Swasta,Jakarta Pusat,"Jalan Rajawali Barat No. 8, Pekalongan, Jawa Timur 97170",NET 30,Active
DN240419,009919,RSS036,2024-04-15,Internal,2024-05-13,Late,RS Lestari,RS Swasta,Jakarta Pusat,"Jalan Rajawali Barat No. 8, Pekalongan, Jawa Timur 97170",NET 30,Active
DN240420,009920,KLN055,2024-02-18,Third-Party Courier,2024-04-01,Late,Klinik Fujiati,Klinik,Bekasi,"Gg. KH Amin Jasuta No. 19, Palembang, NB 00845",NET 30,Active
DN240421,009921,KLN055,2024-02-19,Internal,2024-02-23,Received,Klinik Fujiati,Klinik,Bekasi,"Gg. KH Amin Jasuta No. 19, Palembang, NB 00845",NET 30,Active
DN240422,009922,RSS069,2024-05-18,Third-Party Courier,2024-05-26,Received,RS Samosir,RS Swasta,Depok,"Gg. Abdul Muis No. 4, Parepare, Jawa Timur 95654",NET 30,Active
DN240423,009923,RSS074,2025-01-01,Internal,2025-01-03,Received,RS Prastuti,RS Swasta,Jakarta Selatan,"Gang Kiaracondong No. 5, Blitar, Bengkulu 86563",NET 30,Active
DN240424,009924,RSS046,2024-05-12,Internal,2024-05-22,Received,RS Widiastuti,RS Swasta,Jakarta Utara,"Gang Kutai No. 31, Tarakan, Kalimantan Utara 15527",NET 30,Active
DN240425,009925,RSS066,2024-08-12,Third-Party Courier,2024-08-21,Received,RS Prasasta,RS Swasta,Bekasi,"Gg. Setiabudhi No. 8, Solok, DI Yogyakarta 75320",NET 30,Active
DN240426,009926,RSS066,2024-08-10,Internal,2024-08-19,Received,RS Prasasta,RS Swasta,Bekasi,"Gg. Setiabudhi No. 8, Solok, DI Yogyakarta 75320",NET 30,Active
DN240427,009927,RSS049,2024-09-13,Third-Party Courier,2024-09-15,Received,RS Januar,RS Swasta,Jakarta Timur,"Gg. Dr. Djunjunan No. 992, Dumai, YO 12053",NET 30,Active
DN240428,009928,RSP004,2024-09-30,Third-Party Courier,,Pending,RSUD Handayani,RS Pemerintah,Depok,"Gg. W.R. Supratman No. 24, Singkawang, JK 70185",NET 45,Active
DN240429,009929,RSP004,2024-09-30,Third-Party Courier,2024-10-06,Received,RSUD Handayani,RS Pemerintah,Depok,"Gg. W.R. Supratman No. 24, Singkawang, JK 70185",NET 45,Active
DN240430,009930,KLN055,2024-11-03,Third-Party Courier,2024-11-05,Received,Klinik Fujiati,Klinik,Bekasi,"Gg. KH Amin Jasuta No. 19, Palembang, NB 00845",NET 30,Active
DN240431,009931,KLN055,2024-11-04,Internal,2024-12-13,Late,Klinik Fujiati,Klinik,Bekasi,"Gg. KH Amin Jasuta No. 19, Palembang, NB 00845",NET 30,Active
DN240432,009932,RSP001,2024-07-29,Internal,2024-08-03,Received,RSUD Zulaika,RS Pemerintah,Jakarta Barat,"Jl. KH Amin Jasuta No. 173, Cirebon, JA 74749",NET 45,Active
DN240433,009933,RSS059,2024-09-10,Third-Party Courier,2024-09-14,Received,RS Wijayanti,RS Swasta,Bekasi,"Gg. M.H Thamrin No. 811, Salatiga, Aceh 22048",NET 30,Active
DN240434,009934,RSS067,2024-08-30,Third-Party Courier,2024-10-05,Late,RS Simbolon,RS Swasta,Tangerang,"Gg. Siliwangi No. 920, Lubuklinggau, Nusa Tenggara Timur 55686",NET 30,Active
DN240435,009935,RSS067,2024-08-30,Internal,2024-09-05,Received,RS Simbolon,RS Swasta,Tangerang,"Gg. Siliwangi No. 920, Lubuklinggau, Nusa Tenggara Timur 55686",NET 30,Active
DN240436,009936,RSP018,2024-06-12,Internal,2024-06-16,Received,RSUD Latupono,RS Pemerintah,Bekasi,"Gang Pasteur No. 04, Magelang, JI 35556",NET 45,Active
DN240437,009937,RSS026,2024-12-04,Internal,2024-12-06,Received,RS Winarno,RS Swasta,Jakarta Utara,"Jl. Sukajadi No. 509, Sungai Penuh, Gorontalo 65520",NET 30,Active
DN240438,009938,RSS083,2024-05-05,Internal,2024-05-10,Received,RS Zulkarnain,RS Swasta,Depok,"Gang Suryakencana No. 42, Kota Administrasi Jakarta Pusat, MU 68123",NET 30,Active
DN240439,009939,KLN057,2024-04-16,Internal,2024-04-26,Received,Klinik Prakasa,Klinik,Jakarta Pusat,"Gg. Moch. Ramdan No. 30, Malang, MU 91208",NET 30,Active
DN240440,009940,RSP026,2024-10-31,Third-Party Courier,2024-12-06,Late,RSUD Purwanti,RS Pemerintah,Bogor,"Jl. Rawamangun No. 87, Kota Administrasi Jakarta Pusat, Papua Barat 40960",NET 45,Active
DN240441,009941,RSP009,2024-08-22,Third-Party Courier,,Pending,RSUD Hutagalung,RS Pemerintah,Tangerang,"Gg. Sukajadi No. 47, Padang, Kepulauan Riau 64722",NET 45,Active
DN240442,009942,RSS060,2024-06-04,Internal,2024-06-13,Received,RS Simbolon,RS Swasta,Jakarta Utara,"Gang Dipenogoro No. 01, Solok, NT 59454",NET 30,Active
DN240443,009943,KLN034,2024-06-07,Internal,2024-06-12,Received,Klinik Wibowo,Klinik,Bogor,"Jl. Merdeka No. 005, Banjar, YO 83711",NET 30,Active
DN240444,009944,KLN034,2024-06-06,Third-Party Courier,2024-06-26,Late,Klinik Wibowo,Klinik,Bogor,"Jl. Merdeka No. 005, Banjar, YO 83711",NET 30,Active
DN240445,009945,KLN044,2024-12-28,Third-Party Courier,2025-01-03,Received,Klinik Thamrin,Klinik,Tangerang,"Gang Astana Anyar No. 56, Tidore Kepulauan, BB 25416",NET 30,Active
DN240446,009946,RSP046,2024-12-29,Internal,2025-01-05,Received,RSUD Kusmawati,RS Pemerintah,Depok,"Jl. Jakarta No. 898, Prabumulih, GO 95803",NET 45,Active
DN240447,009947,RSP038,2024-05-29,Third-Party Courier,2024-05-31,Received,RSUD Riyanti,RS Pemerintah,Depok,"Gg. Otto Iskandardinata No. 74, Singkawang, NT 82483",NET 45,Active
DN240448,009948,RSP038,2024-05-28,Internal,2024-06-01,Received,RSUD Riyanti,RS Pemerintah,Depok,"Gg. Otto Iskandardinata No. 74, Singkawang, NT 82483",NET 45,Active
DN240449,009949,RSS075,2024-08-14,Internal,2024-08-24,Received,RS Nashiruddin,RS Swasta,Jakarta Barat,"Gg. Cempaka No. 127, Madiun, Jawa Tengah 36354",NET 30,Active
DN240450,009950,RSS075,2024-08-13,Third-Party Courier,2024-08-17,Received,RS Nashiruddin,RS Swasta,Jakarta Barat,"Gg. Cempaka No. 127, Madiun, Jawa Tengah 36354",NET 30,Active
DN240451,009951,RSP022,2024-11-16,Internal,,Pending,RSUD Kurniawan,RS Pemerintah,Jakarta Barat,"Gang Waringin No. 94, Sorong, Jawa Barat 68901",NET 45,Active
DN240452,009952,RSP045,2024-10-11,Third-Party Courier,2024-10-21,Received,RSUD Waluyo,RS Pemerintah,Jakarta Timur,"Jl. M.T Haryono No. 62, Blitar, JA 27798",NET 45,Active
DN240453,009953,RSS026,2024-07-04,Internal,2024-07-09,Received,RS Winarno,RS Swasta,Jakarta Utara,"Jl. Sukajadi No. 509, Sungai Penuh, Gorontalo 65520",NET 30,Active
DN240454,009954,RSS026,2024-07-04,Internal,2024-07-07,Received,RS Winarno,RS Swasta,Jakarta Utara,"Jl. Sukajadi No. 509, Sungai Penuh, Gorontalo 65520",NET 30,Active
DN240455,009955,RSS050,2024-06-18,Third-Party Courier,2024-06-28,Received,RS Kusmawati,RS Swasta,Bogor,"Jalan Ahmad Yani No. 8, Sukabumi, Sulawesi Selatan 16774",NET 30,Active
DN240456,009956,RSS045,2024-09-26,Third-Party Courier,,Pending,RS Waluyo,RS Swasta,Depok,"Jl. Moch. Toha No. 4, Sorong, YO 08961",NET 30,Active
DN240457,009957,KLN020,2024-04-19,Internal,2024-04-25,Received,Klinik Widiastuti,Klinik,Jakarta Pusat,"Jl. Wonoayu No. 1, Kota Administrasi Jakarta Pusat, Papua 29498",NET 30,Active
DN240458,009958,RSS006,2024-07-13,Third-Party Courier,,Pending,RS Manullang,RS Swasta,Depok,"Jl. Tubagus Ismail No. 8, Tangerang, BA 25275",NET 30,Active
DN240459,009959,RSS006,2024-07-13,Third-Party Courier,2024-08-20,Late,RS Manullang,RS Swasta,Depok,"Jl. Tubagus Ismail No. 8, Tangerang, BA 25275",NET 30,Active
DN240460,009960,RSS061,2024-09-03,Third-Party Courier,2024-09-11,Received,RS Ardianto,RS Swasta,Bogor,"Jl. Ir. H. Djuanda No. 466, Bandung, SG 80941",NET 30,Active
DN240461,009961,RSS061,2024-09-04,Internal,2024-09-06,Received,RS Ardianto,RS Swasta,Bogor,"Jl. Ir. H. Djuanda No. 466, Bandung, SG 80941",NET 30,Active
DN240462,009962,RSP040,2024-10-24,Internal,2024-10-26,Received,RSUD Tarihoran,RS Pemerintah,Bekasi,"Gang Peta No. 055, Palangkaraya, Riau 65418",NET 45,Active
DN240463,009963,RSS042,2024-03-06,Third-Party Courier,2024-03-08,Received,RS Melani,RS Swasta,Bekasi,"Jalan Rawamangun No. 63, Kota Administrasi Jakarta Pusat, Maluku 89452",NET 30,Active
DN240464,009964,RSP008,2024-06-25,Third-Party Courier,2024-07-03,Received,RSUD Hakim,RS Pemerintah,Jakarta Barat,"Gang K.H. Wahid Hasyim No. 8, Banda Aceh, Jawa Timur 33834",NET 45,Active
DN240465,009965,RSP008,2024-06-28,Internal,2024-07-05,Received,RSUD Hakim,RS Pemerintah,Jakarta Barat,"Gang K.H. Wahid Hasyim No. 8, Banda Aceh, Jawa Timur 33834",NET 45,Active
DN240466,009966,RSS037,2024-03-14,Internal,2024-03-24,Received,RS Lailasari,RS Swasta,Jakarta Barat,"Gg. Kebonjati No. 5, Tasikmalaya, Kalimantan Selatan 99877",NET 30,Active
DN240467,009967,KLN049,2024-07-31,Internal,2024-08-10,Received,Klinik Palastri,Klinik,Jakarta Timur,"Gg. Merdeka No. 623, Bandar Lampung, KR 13741",NET 30,Active
DN240468,009968,RSS026,2024-04-17,Internal,2024-04-25,Received,RS Winarno,RS Swasta,Jakarta Utara,"Jl. Sukajadi No. 509, Sungai Penuh, Gorontalo 65520",NET 30,Active
DN240469,009969,RSS026,2024-04-16,Internal,2024-04-20,Received,RS Winarno,RS Swasta,Jakarta Utara,"Jl. Sukajadi No. 509, Sungai Penuh, Gorontalo 65520",NET 30,Active
DN240470,009970,KLN015,2024-06-15,Internal,2024-07-29,Late,Klinik Adriansyah,Klinik,Bekasi,"Gg. Cempaka No. 2, Banda Aceh, PB 47514",NET 30,Active
DN240471,009971,KLN008,2024-12-25,Third-Party Courier,2024-12-30,Received,Klinik Permadi,Klinik,Jakarta Timur,"Gg. Sentot Alibasa No. 00, Ambon, KU 23366",NET 30,Active
DN240472,009972,RSP011,2024-01-15,Internal,2024-01-20,Received,RSUD Simanjuntak,RS Pemerintah,Jakarta Selatan,"Jl. Jend. Sudirman No. 34, Dumai, SN 45373",NET 45,Active
DN240473,009973,RSP033,2024-11-25,Third-Party Courier,2024-12-26,Late,RSUD Mandala,RS Pemerintah,Tangerang,"Gg. Gardujati No. 23, Kota Administrasi Jakarta Selatan, Sulawesi Barat 72803",NET 45,Active
DN240474,009974,RSP033,2024-11-25,Third-Party Courier,2024-12-05,Received,RSUD Mandala,RS Pemerintah,Tangerang,"Gg. Gardujati No. 23, Kota Administrasi Jakarta Selatan, Sulawesi Barat 72803",NET 45,Active
DN240475,009975,KLN060,2024-08-23,Third-Party Courier,,Pending,Klinik Yuliarti,Klinik,Depok,"Gg. HOS. Cokroaminoto No. 918, Medan, Sulawesi Tenggara 55061",NET 30,Active
DN240476,009976,KLN013,2024-04-27,Internal,2024-04-30,Received,Klinik Sihotang,Klinik,Bekasi,"Gang Kapten Muslihat No. 87, Ambon, SR 74346",NET 30,Active
DN240477,009977,KLN013,2024-04-26,Third-Party Courier,2024-05-05,Received,Klinik Sihotang,Klinik,Bekasi,"Gang Kapten Muslihat No. 87, Ambon, SR 74346",NET 30,Active
DN240478,009978,KLN040,2024-05-03,Third-Party Courier,2024-05-06,Received,Klinik Habibi,Klinik,Bekasi,"Jl. M.T Haryono No. 441, Sibolga, KT 66652",NET 30,Active
DN240479,009979,KLN067,2024-03-09,Internal,2024-03-11,Received,Klinik Damanik,Klinik,Jakarta Barat,"Jl. Sentot Alibasa No. 1, Banda Aceh, Bengkulu 51703",NET 30,Active
DN240480,009980,RSP029,2024-11-14,Third-Party Courier,,Pending,RSUD Habibi,RS Pemerintah,Jakarta Barat,"Jalan M.H Thamrin No. 631, Jayapura, Kepulauan Riau 70362",NET 45,Active
DN240481,009981,RSP029,2024-11-16,Third-Party Courier,,Pending,RSUD Habibi,RS Pemerintah,Jakarta Barat,"Jalan M.H Thamrin No. 631, Jayapura, Kepulauan Riau 70362",NET 45,Active
DN240482,009982,RSS036,2024-06-12,Internal,,Pending,RS Lestari,RS Swasta,Jakarta Pusat,"Jalan Rajawali Barat No. 8, Pekalongan, Jawa Timur 97170",NET 30,Active
DN240483,009983,KLN026,2024-09-19,Third-Party Courier,2024-09-26,Received,Klinik Hardiansyah,Klinik,Tangerang,"Gg. Jend. A. Yani No. 3, Surakarta, KB 61820",NET 30,Active
DN240484,009984,KLN001,2024-11-12,Internal,2024-11-19,Received,Klinik Laksita,Klinik,Jakarta Timur,"Gang Surapati No. 0, Payakumbuh, Bali 83302",NET 30,Active
DN240485,009985,KLN011,2024-07-12,Third-Party Courier,2024-08-18,Late,Klinik Agustina,Klinik,Bekasi,"Jl. Joyoboyo No. 1, Padangpanjang, Sumatera Selatan 43471",NET 30,Active
DN240486,009986,RSS010,2024-01-24,Third-Party Courier,,Pending,RS Ardianto,RS Swasta,Jakarta Barat,"Gang M.H Thamrin No. 5, Sukabumi, SR 33778",NET 30,Active
DN240487,009987,RSS010,2024-01-27,Internal,2024-02-03,Received,RS Ardianto,RS Swasta,Jakarta Barat,"Gang M.H Thamrin No. 5, Sukabumi, SR 33778",NET 30,Active
DN240488,009988,KLN046,2024-12-09,Internal,,Pending,Klinik Hariyah,Klinik,Jakarta Selatan,"Gg. Lembong No. 152, Kupang, Sumatera Utara 85684",NET 30,Active
DN240489,009989,KLN044,2024-11-13,Third-Party Courier,2024-11-23,Received,Klinik Thamrin,Klinik,Tangerang,"Gang Astana Anyar No. 56, Tidore Kepulauan, BB 25416",NET 30,Active
DN240490,009990,KLN044,2024-11-15,Third-Party Courier,2024-12-30,Late,Klinik Thamrin,Klinik,Tangerang,"Gang Astana Anyar No. 56, Tidore Kepulauan, BB 25416",NET 30,Active
DN240491,009991,RSS044,2024-09-01,Internal,,Pending,RS Permata,RS Swasta,Jakarta Selatan,"Jalan Peta No. 772, Kota Administrasi Jakarta Pusat, AC 05451",NET 30,Active
DN240492,009992,RSS057,2024-08-17,Third-Party Courier,,Pending,RS Wijaya,RS Swasta,Tangerang,"Jl. Ir. H. Djuanda No. 5, Kota Administrasi Jakarta Barat, JB 57378",NET 30,Active
DN240493,009993,RSS057,2024-08-18,Internal,2024-08-28,Received,RS Wijaya,RS Swasta,Tangerang,"Jl. Ir. H. Djuanda No. 5, Kota Administrasi Jakarta Barat, JB 57378",NET 30,Active
DN240494,009994,RSS013,2024-04-16,Third-Party Courier,2024-05-25,Late,RS Sinaga,RS Swasta,Jakarta Barat,"Jalan Cihampelas No. 82, Singkawang, KS 95594",NET 30,Active
DN240495,009995,RSS013,2024-04-16,Third-Party Courier,2024-05-25,Late,RS Sinaga,RS Swasta,Jakarta Barat,"Jalan Cihampelas No. 82, Singkawang, KS 95594",NET 30,Active
DN240496,009996,RSS052,2024-04-28,Internal,2024-05-06,Received,RS Mansur,RS Swasta,Jakarta Selatan,"Jalan Jamika No. 8, Salatiga, KR 58806",NET 30,Active
DN240497,009997,KLN043,2024-04-20,Third-Party Courier,2024-04-26,Received,Klinik Suwarno,Klinik,Jakarta Barat,"Jl. Stasiun Wonokromo No. 6, Banda Aceh, KS 32906",NET 30,Active
DN240498,009998,KLN066,2024-06-19,Third-Party Courier,2024-06-27,Received,Klinik Wijayanti,Klinik,Depok,"Jalan Siliwangi No. 279, Purwokerto, KT 53579",NET 30,Active
DN240499,009999,KLN066,2024-06-17,Third-Party Courier,2024-06-21,Received,Klinik Wijayanti,Klinik,Depok,"Jalan Siliwangi No. 279, Purwokerto, KT 53579",NET 30,Active
DN240500,010000,RSS023,2024-02-24,Internal,2024-03-04,Received,RS Samosir,RS Swasta,Bekasi,"Jalan Rajiman No. 364, Tangerang, BB 97362",NET 30,Active
DN240501,010001,RSS039,2024-02-01,Third-Party Courier,2024-02-23,Late,RS Uyainah,RS Swasta,Bekasi,"Jalan Wonoayu No. 5, Probolinggo, Sulawesi Selatan 53015",NET 30,Active
DN240502,010002,RSS032,2024-04-18,Internal,2024-04-25,Received,RS Firgantoro,RS Swasta,Jakarta Pusat,"Gg. Siliwangi No. 8, Balikpapan, SS 27162",NET 30,Active
DN240503,010003,RSP039,2024-10-23,Internal,2024-10-31,Received,RSUD Mandasari,RS Pemerintah,Bogor,"Gang Jend. A. Yani No. 20, Serang, Aceh 89847",NET 45,Active
DN240504,010004,KLN017,2024-12-25,Third-Party Courier,2025-01-01,Received,Klinik Astuti,Klinik,Bekasi,"Gang Tubagus Ismail No. 7, Mataram, Maluku Utara 58420",NET 30,Active
DN240505,010005,KLN017,2024-12-26,Internal,2025-01-04,Received,Klinik Astuti,Klinik,Bekasi,"Gang Tubagus Ismail No. 7, Mataram, Maluku Utara 58420",NET 30,Active
DN240506,010006,KLN029,2024-07-15,Internal,2024-07-24,Received,Klinik Wastuti,Klinik,Bekasi,"Gg. Rajawali Barat No. 83, Pagaralam, BT 67918",NET 30,Active
DN240507,010007,RSS007,2024-03-14,Internal,2024-03-20,Received,RS Hardiansyah,RS Swasta,Jakarta Barat,"Jalan Medokan Ayu No. 5, Bukittinggi, Kalimantan Utara 85097",NET 30,Active
DN240508,010008,KLN023,2024-03-23,Internal,2024-03-25,Received,Klinik Wijayanti,Klinik,Jakarta Selatan,"Jalan Ronggowarsito No. 7, Sawahlunto, SN 92602",NET 30,Active
DN240509,010009,KLN023,2024-03-21,Internal,2024-03-23,Received,Klinik Wijayanti,Klinik,Jakarta Selatan,"Jalan Ronggowarsito No. 7, Sawahlunto, SN 92602",NET 30,Active
DN240510,010010,RSS003,2024-06-26,Internal,2024-07-06,Received,RS Dongoran,RS Swasta,Bekasi,"Jl. Jend. Sudirman No. 6, Dumai, Sumatera Barat 48478",NET 30,Active
DN240511,010011,KLN065,2024-08-12,Third-Party Courier,2024-08-19,Received,Klinik Safitri,Klinik,Jakarta Selatan,"Jl. Yos Sudarso No. 2, Pekanbaru, KR 36958",NET 30,Active
DN240512,010012,KLN065,2024-08-09,Third-Party Courier,,Pending,Klinik Safitri,Klinik,Jakarta Selatan,"Jl. Yos Sudarso No. 2, Pekanbaru, KR 36958",NET 30,Active
DN240513,010013,KLN015,2024-10-06,Third-Party Courier,2024-10-15,Received,Klinik Adriansyah,Klinik,Bekasi,"Gg. Cempaka No. 2, Banda Aceh, PB 47514",NET 30,Active
DN240514,010014,KLN015,2024-10-04,Third-Party Courier,2024-10-06,Received,Klinik Adriansyah,Klinik,Bekasi,"Gg. Cempaka No. 2, Banda Aceh, PB 47514",NET 30,Active
DN240515,010015,KLN033,2024-05-01,Internal,2024-05-06,Received,Klinik Hutapea,Klinik,Jakarta Barat,"Gg. Tebet Barat Dalam No. 86, Pekalongan, AC 89184",NET 30,Active
DN240516,010016,KLN031,2024-11-28,Internal,2024-11-30,Received,Klinik Wahyuni,Klinik,Bekasi,"Gg. Ir. H. Djuanda No. 273, Tasikmalaya, Nusa Tenggara Barat 06907",NET 30,Active
DN240517,010017,KLN031,2024-11-28,Third-Party Courier,2024-11-30,Received,Klinik Wahyuni,Klinik,Bekasi,"Gg. Ir. H. Djuanda No. 273, Tasikmalaya, Nusa Tenggara Barat 06907",NET 30,Active
DN240518,010018,RSS082,2024-02-06,Internal,2024-02-10,Received,RS Prasetya,RS Swasta,Jakarta Utara,"Gang Joyoboyo No. 8, Bandar Lampung, Sumatera Barat 39409",NET 30,Active
DN240519,010019,RSS082,2024-02-07,Internal,2024-03-04,Late,RS Prasetya,RS Swasta,Jakarta Utara,"Gang Joyoboyo No. 8, Bandar Lampung, Sumatera Barat 39409",NET 30,Active
DN240520,010020,RSS041,2024-05-21,Third-Party Courier,2024-06-23,Late,RS Wibisono,RS Swasta,Jakarta Barat,"Jl. Jakarta No. 062, Surakarta, Bengkulu 58958",NET 30,Active
DN240521,010021,RSS041,2024-05-23,Internal,2024-06-02,Received,RS Wibisono,RS Swasta,Jakarta Barat,"Jl. Jakarta No. 062, Surakarta, Bengkulu 58958",NET 30,Active
DN240522,010022,KLN036,2024-11-08,Third-Party Courier,2024-12-15,Late,Klinik Mulyani,Klinik,Jakarta Selatan,"Jalan Rungkut Industri No. 18, Lubuklinggau, KR 15845",NET 30,Active
DN240523,010023,KLN036,2024-11-08,Third-Party Courier,,Pending,Klinik Mulyani,Klinik,Jakarta Selatan,"Jalan Rungkut Industri No. 18, Lubuklinggau, KR 15845",NET 30,Active
DN240524,010024,KLN056,2024-07-01,Third-Party Courier,,Pending,Klinik Budiyanto,Klinik,Tangerang,"Jl. BKR No. 33, Bima, JB 75322",NET 30,Active
DN240525,010025,RSP013,2024-12-08,Third-Party Courier,2024-12-16,Received,RSUD Pradipta,RS Pemerintah,Jakarta Pusat,"Gg. Asia Afrika No. 6, Bitung, Sulawesi Tengah 38473",NET 45,Active
DN240526,010026,RSP013,2024-12-09,Internal,2024-12-12,Received,RSUD Pradipta,RS Pemerintah,Jakarta Pusat,"Gg. Asia Afrika No. 6, Bitung, Sulawesi Tengah 38473",NET 45,Active
DN240527,010027,RSP027,2024-03-30,Internal,2024-04-02,Received,RSUD Pangestu,RS Pemerintah,Jakarta Timur,"Gang Jayawijaya No. 28, Tebingtinggi, Maluku 87793",NET 45,Active
DN240528,010028,RSP027,2024-03-29,Third-Party Courier,2024-04-06,Received,RSUD Pangestu,RS Pemerintah,Jakarta Timur,"Gang Jayawijaya No. 28, Tebingtinggi, Maluku 87793",NET 45,Active
DN240529,010029,RSP053,2024-02-12,Internal,2024-02-14,Received,RSUD Simbolon,RS Pemerintah,Jakarta Utara,"Jalan Indragiri No. 826, Kupang, BA 42657",NET 45,Active
DN240530,010030,RSP053,2024-02-14,Internal,2024-02-21,Received,RSUD Simbolon,RS Pemerintah,Jakarta Utara,"Jalan Indragiri No. 826, Kupang, BA 42657",NET 45,Active
DN240531,010031,KLN022,2024-06-13,Internal,2024-06-18,Received,Klinik Pratama,Klinik,Depok,"Gang Jend. Sudirman No. 9, Bau-Bau, SB 13344",NET 30,Active
DN240532,010032,KLN044,2024-07-08,Third-Party Courier,2024-07-11,Received,Klinik Thamrin,Klinik,Tangerang,"Gang Astana Anyar No. 56, Tidore Kepulauan, BB 25416",NET 30,Active
DN240533,010033,RSS037,2024-07-01,Third-Party Courier,2024-07-11,Received,RS Lailasari,RS Swasta,Jakarta Barat,"Gg. Kebonjati No. 5, Tasikmalaya, Kalimantan Selatan 99877",NET 30,Active
DN240534,010034,RSS017,2024-10-05,Internal,2024-10-14,Received,RS Yolanda,RS Swasta,Bogor,"Gg. Medokan Ayu No. 656, Yogyakarta, Lampung 08134",NET 30,Active
DN240535,010035,RSS017,2024-10-08,Third-Party Courier,2024-11-12,Late,RS Yolanda,RS Swasta,Bogor,"Gg. Medokan Ayu No. 656, Yogyakarta, Lampung 08134",NET 30,Active
DN240536,010036,RSS011,2024-04-25,Internal,2024-04-30,Received,RS Halim,RS Swasta,Jakarta Timur,"Jalan S. Parman No. 40, Binjai, DI Yogyakarta 18640",NET 30,Active
DN240537,010037,KLN014,2024-10-24,Third-Party Courier,2024-11-02,Received,Klinik Sitompul,Klinik,Jakarta Utara,"Gang H.J Maemunah No. 03, Kotamobagu, KS 13013",NET 30,Active
DN240538,010038,KLN014,2024-10-25,Internal,2024-11-04,Received,Klinik Sitompul,Klinik,Jakarta Utara,"Gang H.J Maemunah No. 03, Kotamobagu, KS 13013",NET 30,Active
DN240539,010039,KLN036,2024-12-23,Internal,2025-01-16,Late,Klinik Mulyani,Klinik,Jakarta Selatan,"Jalan Rungkut Industri No. 18, Lubuklinggau, KR 15845",NET 30,Active
DN240540,010040,KLN036,2024-12-20,Third-Party Courier,2024-12-30,Received,Klinik Mulyani,Klinik,Jakarta Selatan,"Jalan Rungkut Industri No. 18, Lubuklinggau, KR 15845",NET 30,Active
DN240541,010041,KLN001,2024-05-26,Third-Party Courier,2024-07-08,Late,Klinik Laksita,Klinik,Jakarta Timur,"Gang Surapati No. 0, Payakumbuh, Bali 83302",NET 30,Active
DN240542,010042,RSS050,2024-12-03,Third-Party Courier,2024-12-27,Late,RS Kusmawati,RS Swasta,Bogor,"Jalan Ahmad Yani No. 8, Sukabumi, Sulawesi Selatan 16774",NET 30,Active
DN240543,010043,RSP013,2024-02-02,Internal,2024-02-06,Received,RSUD Pradipta,RS Pemerintah,Jakarta Pusat,"Gg. Asia Afrika No. 6, Bitung, Sulawesi Tengah 38473",NET 45,Active
DN240544,010044,RSP013,2024-02-03,Internal,2024-02-12,Received,RSUD Pradipta,RS Pemerintah,Jakarta Pusat,"Gg. Asia Afrika No. 6, Bitung, Sulawesi Tengah 38473",NET 45,Active
DN240545,010045,RSS046,2024-07-10,Internal,2024-07-18,Received,RS Widiastuti,RS Swasta,Jakarta Utara,"Gang Kutai No. 31, Tarakan, Kalimantan Utara 15527",NET 30,Active
DN240546,010046,RSS046,2024-07-09,Internal,2024-07-19,Received,RS Widiastuti,RS Swasta,Jakarta Utara,"Gang Kutai No. 31, Tarakan, Kalimantan Utara 15527",NET 30,Active
DN240547,010047,KLN068,2024-04-09,Internal,2024-04-12,Received,Klinik Safitri,Klinik,Jakarta Utara,"Gg. Pasteur No. 77, Denpasar, Sumatera Selatan 83826",NET 30,Active
DN240548,010048,RSS039,2024-04-18,Third-Party Courier,,Pending,RS Uyainah,RS Swasta,Bekasi,"Jalan Wonoayu No. 5, Probolinggo, Sulawesi Selatan 53015",NET 30,Active
DN240549,010049,RSS047,2024-05-15,Third-Party Courier,2024-05-25,Received,RS Yolanda,RS Swasta,Depok,"Jl. Setiabudhi No. 85, Surakarta, Maluku Utara 60761",NET 30,Active
DN240550,010050,RSS047,2024-05-14,Third-Party Courier,2024-05-17,Received,RS Yolanda,RS Swasta,Depok,"Jl. Setiabudhi No. 85, Surakarta, Maluku Utara 60761",NET 30,Active
DN240551,010051,RSS020,2024-12-08,Third-Party Courier,2024-12-12,Received,RS Mardhiyah,RS Swasta,Bekasi,"Jalan Astana Anyar No. 6, Bandung, BE 93629",NET 30,Active
